1.9144614782590883e-07
<s>,0.053866819721480316
i,0.03370083974023821
report,0.00010223224293903531
the,0.03296147471733455
incid,1.7230153304331794e-05
to,0.025440704246141546
company,4.786153695647721e-05
claim,7.255809002601944e-05
repres,4.135236793039631e-05
see,0.0015543512741985539
attached,4.5947075478218115e-06
</s>,0.053866819721480316
what,0.003175134361692698
about,0.0029961322134754733
your,0.002038710028198103
family,0.00012654590371292574
friends,0.00023758466945195285
smell,7.60041206868858e-05
remind,0.0001018493506433835
me,0.006226403065742033
of,0.015013398358655596
lot,0.0006704444096863327
things,0.00020044411677372655
hmm,0.00010146645834773168
let,0.0007734424372166717
skip,4.0203691043440855e-05
e,0.00030076189823450276
grade,9.74460892433876e-05
and,0.022787643529570103
d,0.0008199638511383675
shall,0.00010395525826946849
we,0.00505245528727356
num,0.010712560647746554
she,0.0031839408844926897
ha,0.001730098837902738
a,0.01809127807725273
type,0.00023279851575630514
out,0.0031714968848840057
tumor,4.020369104344085e-06
in,0.010942870363581122
her,0.0031215294403014434
brain,9.514873546947669e-05
an,0.0019014431402069264
estim,8.997968947817715e-06
month,0.0003156946977649237
live,0.0007353446537993158
guess,0.0005253282296342938
advantag,3.0248491356493595e-05
be,0.005812305047994592
woman,0.00019144614782590883
is,0.008895545258730854
w,0.0002146111317128438
can,0.0029180221851625022
reli,2.105907626084997e-05
on,0.00847130059514864
man,0.0006566602870428673
instead,0.00019431784004329746
had,0.0027200668683105126
darn,2.2207753147805426e-05
near,0.00012003673468684484
ined,5.743384434777264e-07
hot,0.00019010602479112746
dogs,1.7230153304331794e-05
mile,7.38982130608008e-05
east,4.5181290886914484e-05
dog,0.00015717728736507115
capit,1.95275070782427e-05
world,0.0006333038570081064
em,5.666805975646901e-05
birthdai,9.916910457382078e-05
april,3.618332193909677e-05
veri,0.0010989008885207167
gay,4.0012244895614945e-05
mayb,0.0005848679816081515
will,0.002545467981493284
fiddl,4.020369104344085e-06
around,0.0009061146176600265
with,0.0055314535491339835
emerg,2.4887999217368146e-05
exit,2.1633414704327696e-05
then,0.0022898873741456953
ask,0.0007198375158254172
fellow,3.484319890431541e-05
passeng,1.2061107313032257e-05
if,0.0027855414508669734
he,0.0050017220580996944
crowbar,5.743384434777264e-07
